study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
1,67,4,7,0,61.51,53.22,Not Placed
4,44,6,4,0,81.54,60.68,Not Placed
2,68,4,2,7,57.05,60.7,Not Placed
2,54,6,6,4,79.94,68.49,Not Placed
4,98,7,6,1,38.02,52.5,Not Placed
4,54,4,8,2,68.9,51.17,Not Placed
3,88,8,3,4,41.87,57.62,Not Placed
1,46,5,4,1,78.86,49.82,Not Placed
7,41,8,10,4,66.09,62.77,Not Placed
2,62,9,10,2,61.93,60.27,Not Placed
2,40,4,10,8,64.6,63.26,Not Placed
3,72,6,5,3,57.19,55.43,Not Placed
1,56,5,2,4,64.89,41.94,Not Placed
1,63,4,5,3,41.17,37.1,Not Placed
4,53,9,9,1,52.8,60.11,Not Placed
7,63,5,10,6,48.31,65.43,Not Placed
2,69,7,10,4,85.67,61.84,Not Placed
5,58,5,6,9,48.08,66.66,Not Placed
1,51,4,7,10,54.78,68.36,Not Placed
3,100,4,10,8,53.68,58.15,Not Placed
3,86,5,10,0,43.73,42.3,Not Placed
4,75,8,7,7,65.64,67.22,Not Placed
4,58,7,8,4,57.18,62.96,Not Placed
5,75,4,9,1,62.33,62.69,Not Placed
2,68,9,9,5,45.46,60.14,Not Placed
1,81,4,2,1,72.77,62.24,Not Placed
2,75,4,10,10,39.02,45.23,Not Placed
2,50,6,10,9,85.72,67.49,Not Placed
3,64,5,10,10,42.1,55.28,Not Placed
7,77,9,8,0,72.77,62.74,Not Placed
6,55,4,6,7,63.77,68.52,Not Placed
2,44,5,6,3,72.76,60.96,Not Placed
1,57,5,10,10,44.74,45.12,Not Placed
5,67,6,7,5,53.15,56.39,Not Placed
2,46,7,2,5,69.42,63.03,Not Placed
1,47,7,6,4,87.4,68.03,Not Placed
4,42,9,1,0,36.25,49.97,Not Placed
2,71,9,2,0,45.58,64.69,Not Placed
1,64,6,7,10,35.89,68.62,Not Placed
1,56,4,7,10,39.04,57.9,Not Placed
3,53,4,2,10,49.74,70.0,Not Placed
6,83,9,5,10,45.28,69.2,Not Placed
3,68,7,10,10,77.91,68.22,Not Placed
1,51,7,8,5,42.3,55.48,Not Placed
3,87,8,10,1,79.04,63.44,Not Placed
4,63,4,8,7,53.35,63.37,Not Placed
3,83,6,4,10,61.58,65.95,Not Placed
1,82,5,8,10,36.38,51.63,Not Placed
4,98,4,3,3,41.19,69.55,Not Placed
6,84,4,10,3,81.2,69.91,Not Placed
4,64,6,10,9,50.88,66.16,Not Placed
2,62,7,10,5,53.38,46.86,Not Placed
5,52,8,7,2,76.18,64.08,Not Placed
3,66,6,10,7,48.33,58.04,Not Placed
1,89,8,10,1,35.28,68.06,Not Placed
5,98,7,10,10,50.27,66.3,Not Placed
1,86,4,4,10,39.99,67.91,Not Placed
1,53,6,3,10,38.2,50.03,Not Placed
6,52,9,5,0,58.45,64.83,Not Placed
4,44,4,7,6,46.2,60.9,Not Placed
1,68,9,8,5,89.62,70.0,Not Placed
7,57,7,7,2,63.51,61.16,Not Placed
3,57,8,2,10,42.21,51.65,Not Placed
1,78,6,7,7,46.17,53.08,Not Placed
7,64,4,6,4,59.18,64.0,Not Placed
6,50,8,10,1,46.08,60.59,Not Placed
3,48,5,10,2,62.29,57.01,Not Placed
1,60,9,9,10,70.4,64.88,Not Placed
2,44,7,8,10,50.31,59.77,Not Placed
2,72,7,9,4,42.76,39.8,Not Placed
9,53,4,8,1,37.05,67.45,Not Placed
1,58,5,2,10,54.66,49.11,Not Placed
2,100,4,4,5,54.55,65.32,Not Placed
1,44,4,4,10,44.07,65.01,Not Placed
4,59,9,8,6,47.46,53.91,Not Placed
6,44,5,9,7,77.02,62.02,Not Placed
5,78,8,8,2,45.06,62.06,Not Placed
6,50,5,3,2,54.99,49.16,Not Placed
2,40,8,5,8,66.93,57.2,Not Placed
2,85,7,3,0,56.01,64.33,Not Placed
8,48,7,6,5,57.34,58.84,Not Placed
5,74,4,9,1,62.76,62.54,Not Placed
3,85,6,4,10,55.86,63.83,Not Placed
5,41,8,10,6,87.1,67.2,Not Placed
5,68,4,3,4,53.84,59.49,Not Placed
3,86,5,10,8,55.31,57.25,Not Placed
4,47,4,7,4,57.05,56.52,Not Placed
7,67,4,5,3,46.51,64.76,Not Placed
5,57,8,10,1,70.26,54.29,Not Placed
5,42,6,10,8,64.64,65.45,Not Placed
1,76,9,10,10,51.02,51.37,Not Placed
1,75,5,5,7,63.43,49.94,Not Placed
2,53,7,7,5,45.44,49.96,Not Placed
1,90,5,5,4,59.71,65.93,Not Placed
8,44,8,4,8,54.08,70.0,Not Placed
2,70,6,3,5,58.04,46.35,Not Placed
3,51,6,10,10,36.52,66.95,Not Placed
2,58,4,4,8,88.84,65.55,Not Placed
1,54,4,7,10,74.66,60.98,Not Placed
8,58,5,9,1,45.17,65.63,Not Placed
2,66,4,10,10,35.51,67.57,Not Placed
1,91,4,2,9,39.92,69.71,Not Placed
10,52,4,4,1,40.31,59.44,Not Placed
4,44,7,5,8,35.88,51.88,Not Placed
5,66,6,7,5,51.99,56.61,Not Placed
2,76,8,6,4,61.75,56.17,Not Placed
3,45,6,1,10,45.48,64.16,Not Placed
1,43,9,9,10,57.68,67.82,Not Placed
1,43,4,1,10,49.24,67.08,Not Placed
1,84,5,8,10,35.0,51.11,Not Placed
4,40,6,2,1,69.29,62.46,Not Placed
10,40,4,3,1,36.59,60.44,Not Placed
8,68,8,2,0,50.52,67.21,Not Placed
1,71,9,10,5,59.9,65.24,Not Placed
2,95,6,7,10,42.21,65.99,Not Placed
1,56,5,10,0,55.56,50.9,Not Placed
5,59,8,4,5,44.43,65.87,Not Placed
5,72,7,8,0,37.57,55.63,Not Placed
7,42,4,6,9,39.1,67.01,Not Placed
2,43,8,7,0,52.34,41.82,Not Placed
1,45,9,2,5,56.67,65.7,Not Placed
1,58,6,8,8,52.15,66.12,Not Placed
3,49,5,9,7,59.7,61.54,Not Placed
2,92,7,10,1,47.85,56.85,Not Placed
4,68,7,10,6,51.44,69.87,Not Placed
2,62,8,10,8,58.56,66.5,Not Placed
2,94,4,9,0,88.31,68.79,Not Placed
1,94,7,3,10,46.3,67.08,Not Placed
9,86,5,10,5,41.0,58.02,Not Placed
1,57,8,1,3,61.26,42.91,Not Placed
5,97,7,10,10,52.19,66.11,Not Placed
1,48,9,6,5,67.82,48.8,Not Placed
3,83,4,10,4,61.91,68.76,Not Placed
6,49,7,8,2,53.35,66.72,Not Placed
4,58,4,8,6,54.51,66.67,Not Placed
2,52,4,7,10,47.41,51.85,Not Placed
3,45,5,5,10,40.0,57.67,Not Placed
2,54,5,1,6,80.39,60.48,Not Placed
4,40,6,10,10,48.15,61.15,Not Placed
2,92,4,10,9,35.56,54.84,Not Placed
4,51,9,5,3,74.56,66.0,Not Placed
1,62,5,10,8,58.99,65.95,Not Placed
6,66,5,10,5,44.59,65.54,Not Placed
5,57,8,10,1,71.86,53.96,Not Placed
1,45,5,3,10,65.16,50.4,Not Placed
2,53,5,5,5,41.04,61.71,Not Placed
2,56,6,7,10,73.79,70.0,Not Placed
3,55,6,10,10,50.09,60.7,Not Placed
1,57,5,10,3,83.64,47.55,Not Placed
2,43,8,7,4,68.44,62.43,Not Placed
2,84,4,9,3,78.35,64.5,Not Placed
4,100,5,10,1,58.35,43.51,Not Placed
1,97,7,8,8,91.83,67.77,Not Placed
2,45,6,10,10,62.59,64.38,Not Placed
2,40,7,3,1,41.18,45.9,Not Placed
5,100,4,1,0,45.69,59.25,Not Placed
4,44,7,10,7,53.43,61.24,Not Placed
3,47,5,4,7,47.76,50.12,Not Placed
3,40,4,4,1,67.57,43.28,Not Placed
4,41,9,10,7,51.99,62.8,Not Placed
1,83,5,8,10,35.0,51.94,Not Placed
1,81,6,7,10,36.58,59.01,Not Placed
3,85,5,2,8,48.64,61.34,Not Placed
2,65,6,1,0,41.05,51.02,Not Placed
2,45,8,9,10,55.01,64.24,Not Placed
4,46,5,4,0,40.68,58.28,Not Placed
1,51,6,8,10,38.42,67.29,Not Placed
5,44,7,7,9,58.25,61.05,Not Placed
1,78,7,5,3,67.99,59.65,Not Placed
2,45,7,7,4,60.78,59.67,Not Placed
1,59,6,1,0,66.16,61.21,Not Placed
1,93,7,9,8,67.88,68.03,Not Placed
1,82,5,8,10,35.0,51.27,Not Placed
5,72,8,10,5,52.02,66.57,Not Placed
6,52,8,5,4,52.69,64.22,Not Placed
4,54,8,8,10,54.38,67.98,Not Placed
3,61,6,3,3,65.69,68.4,Not Placed
1,59,6,8,10,47.02,59.3,Not Placed
2,53,4,5,4,40.18,50.44,Not Placed
1,44,4,5,4,60.15,46.91,Not Placed
4,51,6,9,10,39.94,68.85,Not Placed
2,75,6,3,4,69.5,66.42,Not Placed
1,56,6,4,10,55.96,68.68,Not Placed
7,61,4,4,4,62.51,64.08,Not Placed
5,40,6,7,8,37.95,66.44,Not Placed
7,46,8,10,1,84.76,59.24,Not Placed
3,53,6,10,10,37.18,66.85,Not Placed
2,53,6,7,10,64.13,61.96,Not Placed
3,83,4,10,4,61.48,67.72,Not Placed
2,65,8,10,3,56.48,63.99,Not Placed
1,70,9,1,1,48.37,53.48,Not Placed
1,96,5,3,2,57.03,44.93,Not Placed
3,54,9,2,0,43.74,51.55,Not Placed
1,44,4,10,6,44.28,46.01,Not Placed
1,60,5,5,1,41.87,56.0,Not Placed
1,84,8,8,0,63.45,46.16,Not Placed
1,54,5,10,5,55.73,53.06,Not Placed
2,69,5,3,0,36.74,38.66,Not Placed
2,68,8,1,0,43.68,42.08,Not Placed
1,67,5,2,10,39.77,65.06,Not Placed
1,66,6,4,10,69.66,68.42,Not Placed
4,54,9,9,1,52.5,59.57,Not Placed
3,60,4,6,10,46.13,68.19,Not Placed
6,77,4,10,10,44.36,61.82,Not Placed
2,51,4,3,1,84.62,51.67,Not Placed
1,69,7,7,2,44.1,43.01,Not Placed
1,54,4,9,1,47.39,33.76,Not Placed
3,72,8,2,4,36.47,62.73,Not Placed
4,55,8,6,1,47.96,65.84,Not Placed
2,49,6,10,9,85.99,66.98,Not Placed
3,83,6,6,1,37.86,44.04,Not Placed
1,77,5,10,0,52.05,43.02,Not Placed
1,68,7,7,2,45.14,42.72,Not Placed
1,42,8,10,10,55.34,54.76,Not Placed
1,62,4,4,9,61.31,57.08,Not Placed
1,89,5,10,3,43.18,59.46,Not Placed
3,71,9,3,3,59.86,68.74,Not Placed
3,43,5,5,3,42.48,58.63,Not Placed
1,57,7,5,3,46.24,47.32,Not Placed
4,75,4,9,3,38.58,38.93,Not Placed
4,40,6,3,10,36.94,61.66,Not Placed
2,46,6,2,6,87.84,68.71,Not Placed
3,43,5,5,3,43.71,59.21,Not Placed
4,43,6,2,1,35.0,56.06,Not Placed
7,57,8,9,10,46.81,65.83,Not Placed
8,43,7,1,8,36.37,60.16,Not Placed
7,55,4,10,10,35.0,66.17,Not Placed
2,94,4,9,0,87.91,68.67,Not Placed
3,69,7,6,10,50.36,56.82,Not Placed
5,47,7,9,9,83.28,67.64,Not Placed
2,42,5,9,10,68.0,67.38,Not Placed
2,43,5,9,10,71.07,67.81,Not Placed
1,65,6,6,5,91.17,57.09,Not Placed
5,52,5,9,3,51.96,63.71,Not Placed
4,55,9,3,5,71.82,66.02,Not Placed
1,72,6,10,10,35.96,68.96,Not Placed
6,76,5,10,4,49.1,59.83,Not Placed
4,72,4,9,0,67.43,58.62,Not Placed
2,42,4,9,10,83.77,53.98,Not Placed
5,47,7,9,9,81.19,68.41,Not Placed
1,72,5,7,5,62.55,56.88,Not Placed
3,95,4,3,2,45.12,68.95,Not Placed
1,66,4,10,10,84.32,65.65,Not Placed
2,43,7,10,5,46.84,53.18,Not Placed
1,44,9,10,1,66.5,58.09,Not Placed
1,77,8,6,4,47.17,54.56,Not Placed
2,73,4,7,4,48.56,43.79,Not Placed
3,40,9,5,6,55.5,62.91,Not Placed
1,49,7,7,10,76.31,62.67,Not Placed
1,54,7,7,2,56.3,68.32,Not Placed
3,51,5,10,5,56.3,54.2,Not Placed
4,77,5,4,0,52.25,69.09,Not Placed
3,64,9,10,0,53.92,45.43,Not Placed
3,56,4,7,4,47.04,61.82,Not Placed
1,56,4,10,9,54.4,53.06,Not Placed
1,76,6,3,0,59.38,43.94,Not Placed
4,45,6,4,0,82.79,59.88,Not Placed
1,43,4,1,10,49.38,67.5,Not Placed
5,45,8,9,2,68.19,65.65,Not Placed
3,89,7,3,2,36.77,57.06,Not Placed
1,51,5,6,3,72.32,52.5,Not Placed
2,64,4,10,6,58.08,57.79,Not Placed
5,73,4,7,1,42.81,62.36,Not Placed
5,45,4,8,10,35.76,55.86,Not Placed
4,87,5,4,4,37.65,68.46,Not Placed
1,65,7,2,5,63.13,52.16,Not Placed
6,70,5,5,4,36.43,64.03,Not Placed
2,42,9,2,10,63.64,62.6,Not Placed
7,62,4,4,4,60.71,63.34,Not Placed
2,52,4,3,2,85.22,52.41,Not Placed
4,48,9,10,10,84.87,69.26,Not Placed
1,55,7,7,1,55.16,68.32,Not Placed
2,54,8,10,2,60.84,50.14,Not Placed
4,46,9,8,1,49.0,51.73,Not Placed
5,41,5,4,10,79.58,63.16,Not Placed
4,69,5,5,5,42.48,58.46,Not Placed
5,67,6,7,6,51.84,56.68,Not Placed
4,42,4,6,1,62.69,65.18,Not Placed
1,78,8,7,4,80.96,65.98,Not Placed
1,81,4,9,5,39.55,40.96,Not Placed
6,56,4,6,7,63.78,68.17,Not Placed
6,54,5,3,5,63.66,69.03,Not Placed
1,41,5,4,1,71.63,67.72,Not Placed
10,53,5,2,5,46.89,62.1,Not Placed
3,72,9,10,1,77.83,67.98,Not Placed
4,41,4,4,3,46.17,56.93,Not Placed
7,56,9,7,10,36.24,69.77,Not Placed
4,60,5,10,6,85.7,69.92,Not Placed
4,75,4,1,4,65.78,57.53,Not Placed
2,46,6,6,1,78.04,64.61,Not Placed
1,78,4,2,8,61.35,64.6,Not Placed
2,95,6,7,10,42.85,65.84,Not Placed
2,62,5,10,2,91.4,60.31,Not Placed
2,43,7,9,10,80.94,63.88,Not Placed
3,72,9,3,3,58.63,68.64,Not Placed
7,50,6,5,3,44.67,70.0,Not Placed
1,95,4,1,3,59.13,66.43,Not Placed
5,81,7,5,2,63.59,63.57,Not Placed
2,62,4,3,9,48.73,69.99,Not Placed
5,93,6,3,1,60.37,61.12,Not Placed
11,70,7,8,3,41.5,64.55,Not Placed
6,60,8,10,1,66.47,63.37,Not Placed
5,56,6,10,9,51.28,68.69,Not Placed
1,66,9,10,5,56.42,63.27,Not Placed
4,59,8,2,3,49.49,62.2,Not Placed
4,77,6,7,7,52.06,66.01,Not Placed
5,59,9,9,7,37.39,69.28,Not Placed
3,52,8,5,9,35.48,57.07,Not Placed
1,57,9,9,1,94.44,56.16,Not Placed
2,44,6,10,10,64.07,64.72,Not Placed
4,81,7,9,7,47.11,64.71,Not Placed
7,46,7,6,10,47.4,62.13,Not Placed
4,40,6,2,1,68.12,62.25,Not Placed
2,73,6,3,4,70.09,65.58,Not Placed
4,59,9,8,6,46.58,53.87,Not Placed
2,64,9,1,6,72.44,68.66,Not Placed
3,60,4,6,10,45.58,68.66,Not Placed
2,42,9,2,10,59.87,59.68,Not Placed
2,59,7,7,5,63.64,58.08,Not Placed
3,43,6,9,3,62.81,55.99,Not Placed
5,79,9,8,2,43.17,54.52,Not Placed
8,62,4,9,4,41.81,54.96,Not Placed
4,50,6,5,10,37.25,56.99,Not Placed
2,95,7,10,7,36.49,61.58,Not Placed
4,76,5,4,0,52.71,69.06,Not Placed
1,72,9,7,2,77.78,61.04,Not Placed
5,41,4,10,2,61.52,56.92,Not Placed
2,62,7,10,5,53.79,45.69,Not Placed
5,56,6,10,9,52.6,68.01,Not Placed
3,60,7,1,4,50.64,44.82,Not Placed
4,74,5,4,5,89.91,67.73,Not Placed
2,77,5,1,1,38.1,64.72,Not Placed
3,64,8,1,10,35.0,55.53,Not Placed
4,68,7,10,6,51.72,69.55,Not Placed
2,55,8,4,1,48.99,64.57,Not Placed
5,42,7,7,9,60.02,61.05,Not Placed
1,98,4,7,0,68.13,48.99,Not Placed
8,52,5,4,1,36.79,61.14,Not Placed
7,73,6,9,8,55.6,67.16,Not Placed
5,71,7,10,1,78.08,56.69,Not Placed
1,41,5,4,1,71.37,66.87,Not Placed
1,95,4,10,10,56.96,63.09,Not Placed
3,61,4,5,1,74.71,51.4,Not Placed
5,59,4,9,7,56.14,67.84,Not Placed
5,61,7,10,3,80.81,61.51,Not Placed
2,49,7,2,3,62.18,60.61,Not Placed
3,58,6,7,0,91.6,64.29,Not Placed
4,55,6,2,5,73.69,66.46,Not Placed
1,60,7,6,6,41.02,67.95,Not Placed
5,67,6,7,5,52.31,56.1,Not Placed
6,71,4,10,3,81.52,60.31,Not Placed
2,91,8,10,0,55.95,53.13,Not Placed
1,60,4,3,10,61.81,66.64,Not Placed
2,79,5,10,9,43.32,56.32,Not Placed
2,69,9,7,9,82.56,64.51,Not Placed
2,84,5,5,10,53.78,65.29,Not Placed
3,96,8,6,6,35.95,66.97,Not Placed
4,66,6,8,5,46.14,63.72,Not Placed
5,55,6,10,9,53.13,67.92,Not Placed
5,52,8,7,2,74.75,64.14,Not Placed
2,44,5,8,8,80.65,69.89,Not Placed
1,50,6,3,2,92.85,56.95,Not Placed
2,41,8,10,6,46.48,56.74,Not Placed
2,60,8,10,10,39.87,60.96,Not Placed
1,85,6,6,9,83.77,61.79,Not Placed
3,43,8,10,10,59.47,60.73,Not Placed
2,47,7,10,8,40.1,40.69,Not Placed
2,78,9,9,7,61.44,68.15,Not Placed
2,46,4,8,5,81.74,66.55,Not Placed
2,57,4,7,3,94.39,67.35,Not Placed
1,46,9,10,10,75.44,65.23,Not Placed
1,43,4,2,3,70.81,59.81,Not Placed
7,65,4,6,4,57.87,64.07,Not Placed
1,54,6,6,10,80.07,65.78,Not Placed
5,64,6,10,3,77.2,62.23,Not Placed
1,74,4,5,7,42.15,60.72,Not Placed
2,100,6,10,10,54.92,66.21,Not Placed
1,71,5,5,10,48.5,57.15,Not Placed
7,41,8,10,4,64.93,62.98,Not Placed
1,93,7,1,4,38.88,54.62,Not Placed
2,78,4,10,7,62.69,59.26,Not Placed
5,78,5,8,7,47.84,69.66,Not Placed
3,55,4,5,4,50.52,68.13,Not Placed
1,43,5,7,10,47.4,48.71,Not Placed
4,81,4,2,5,62.72,63.79,Not Placed
4,46,8,10,10,49.15,49.67,Not Placed
1,83,9,3,6,40.03,57.28,Not Placed
2,44,5,8,10,56.72,44.67,Not Placed
2,41,4,8,0,86.93,55.25,Not Placed
3,77,7,10,4,55.16,65.56,Not Placed
3,45,8,9,9,65.31,69.51,Not Placed
4,96,9,9,0,39.59,52.13,Not Placed
3,48,6,8,8,50.96,57.65,Not Placed
2,96,5,9,4,45.99,58.8,Not Placed
3,65,5,6,6,65.23,64.13,Not Placed
1,49,6,9,4,82.19,62.59,Not Placed
3,61,4,1,8,51.26,67.47,Not Placed
6,43,8,9,1,58.61,64.25,Not Placed
2,44,5,6,3,73.4,60.36,Not Placed
1,40,5,10,10,76.58,50.83,Not Placed
2,81,7,7,9,55.3,69.56,Not Placed
5,49,6,4,4,43.12,61.09,Not Placed
1,83,7,4,8,56.57,52.64,Not Placed
4,65,4,3,10,53.35,66.6,Not Placed
4,98,7,6,0,36.93,52.59,Not Placed
1,41,5,7,10,46.26,49.08,Not Placed
1,60,5,5,1,44.12,55.76,Not Placed
7,66,5,10,6,35.0,58.29,Not Placed
5,44,8,9,2,67.75,65.47,Not Placed
1,87,4,7,0,52.47,70.0,Not Placed
1,51,6,10,10,77.21,57.47,Not Placed
4,74,5,4,4,68.6,65.45,Not Placed
5,40,7,9,2,35.12,55.89,Not Placed
4,67,5,5,5,44.08,59.28,Not Placed
5,48,6,10,0,74.4,60.37,Not Placed
2,66,9,10,10,78.13,68.37,Not Placed
2,79,7,7,9,55.0,69.51,Not Placed
3,49,4,10,5,39.22,38.55,Not Placed
1,85,4,4,10,39.31,67.87,Not Placed
2,62,5,10,7,38.7,59.8,Not Placed
4,50,4,9,8,44.67,69.47,Not Placed
3,74,6,10,10,36.99,53.32,Not Placed
4,60,9,8,6,45.73,54.02,Not Placed
6,51,5,5,10,45.18,67.13,Not Placed
6,53,8,8,10,38.0,63.88,Not Placed
1,59,7,2,9,39.14,56.28,Not Placed
6,68,4,7,3,63.65,63.29,Not Placed
4,61,5,3,10,35.75,69.83,Not Placed
1,95,7,3,10,46.98,67.66,Not Placed
3,67,4,1,3,55.12,67.78,Not Placed
4,65,6,8,5,46.43,63.17,Not Placed
3,86,6,4,9,54.81,63.91,Not Placed
4,56,8,9,0,56.13,49.19,Not Placed
2,60,5,5,3,57.6,65.34,Not Placed
5,77,9,10,6,43.04,60.45,Not Placed
3,85,6,6,1,37.69,42.78,Not Placed
3,85,4,8,4,85.71,67.82,Not Placed
2,55,4,10,10,51.78,55.71,Not Placed
4,40,6,10,10,48.21,61.45,Not Placed
2,94,7,8,6,44.78,60.07,Not Placed
7,54,4,7,4,49.66,53.24,Not Placed
1,85,4,4,10,41.64,68.43,Not Placed
7,55,6,6,10,43.66,66.04,Not Placed
4,97,8,3,5,42.04,69.61,Not Placed
1,90,7,9,8,67.19,67.76,Not Placed
5,92,6,10,0,62.32,63.89,Not Placed
5,48,8,8,1,43.21,45.95,Not Placed
1,60,4,2,10,79.77,65.0,Not Placed
2,61,6,1,6,67.75,63.68,Not Placed
3,41,5,4,9,35.0,60.34,Not Placed
6,52,5,5,10,44.82,66.73,Not Placed
1,65,4,10,6,55.05,26.58,Not Placed
2,86,9,7,4,38.11,69.69,Not Placed
2,89,8,9,0,90.72,69.07,Not Placed
2,59,4,8,10,77.45,58.67,Not Placed
5,66,6,7,5,51.58,56.24,Not Placed
3,47,7,9,3,64.64,59.84,Not Placed
4,48,9,10,10,85.09,70.0,Not Placed
5,45,8,9,2,66.4,65.85,Not Placed
4,78,8,10,2,46.16,62.72,Not Placed
7,50,5,10,9,37.75,61.2,Not Placed
1,44,6,6,2,77.7,52.57,Not Placed
5,60,6,5,2,57.92,61.98,Not Placed
6,44,5,9,7,77.52,62.02,Not Placed
2,41,6,1,9,50.74,63.28,Not Placed
9,45,6,8,1,55.02,64.7,Not Placed
1,58,7,5,5,59.07,67.71,Not Placed
1,45,9,10,1,65.2,57.66,Not Placed
3,76,7,8,10,53.22,64.55,Not Placed
1,54,7,3,4,87.26,60.46,Not Placed
4,82,6,4,3,39.34,66.89,Not Placed
5,54,4,10,1,55.31,69.63,Not Placed
2,53,4,7,10,67.18,62.68,Not Placed
3,81,9,6,3,52.15,62.8,Not Placed
5,54,4,3,3,35.85,59.52,Not Placed
5,60,6,5,2,58.66,62.17,Not Placed
2,62,5,10,7,71.05,65.45,Not Placed
1,61,5,4,0,64.85,43.22,Not Placed
3,62,7,6,0,71.58,68.68,Not Placed
2,43,4,6,10,35.91,66.95,Not Placed
4,53,7,10,1,63.62,61.57,Not Placed
3,53,6,6,10,46.78,52.74,Not Placed
1,57,4,2,1,36.31,38.6,Not Placed
6,54,6,5,4,64.22,51.25,Not Placed
5,62,6,10,5,41.86,58.0,Not Placed
3,47,7,5,6,86.83,60.18,Not Placed
2,48,5,10,8,57.33,67.43,Not Placed
5,43,5,4,10,80.26,62.82,Not Placed
2,46,7,4,10,53.07,69.07,Not Placed
4,65,9,9,0,66.1,65.17,Not Placed
5,60,6,10,5,41.81,58.08,Not Placed
3,65,7,8,3,72.78,65.67,Not Placed
4,76,8,7,7,64.65,67.16,Not Placed
1,99,4,6,0,51.09,66.42,Not Placed
7,49,4,10,5,45.75,62.71,Not Placed
1,87,5,5,4,59.39,65.06,Not Placed
2,77,4,10,5,47.21,51.06,Not Placed
2,70,9,8,10,37.88,63.34,Not Placed
6,44,5,5,9,40.77,62.11,Not Placed
2,45,6,6,3,68.26,56.45,Not Placed
3,97,5,10,9,38.0,65.96,Not Placed
1,50,6,8,10,39.09,66.35,Not Placed
1,48,7,6,10,60.86,63.86,Not Placed
3,60,4,10,5,68.64,49.83,Not Placed
3,66,9,8,5,37.05,51.22,Not Placed
2,78,4,10,5,75.05,44.78,Not Placed
1,97,5,3,10,36.62,54.97,Not Placed
1,91,7,10,2,52.02,45.24,Not Placed
7,46,4,5,10,45.09,66.33,Not Placed
6,69,5,7,3,53.53,70.0,Not Placed
1,44,9,10,1,66.62,58.57,Not Placed
2,98,5,4,2,45.04,59.01,Not Placed
4,86,5,9,1,57.31,51.04,Not Placed
2,64,8,10,3,56.87,63.45,Not Placed
5,58,8,4,5,43.64,65.43,Not Placed
2,100,4,4,5,54.66,65.81,Not Placed
5,61,6,10,5,42.45,58.22,Not Placed
2,46,4,8,0,66.32,45.48,Not Placed
7,51,7,10,6,50.8,58.27,Not Placed
1,69,9,8,5,90.71,70.0,Not Placed
5,55,4,10,1,54.73,69.65,Not Placed
5,54,8,10,5,53.64,58.89,Not Placed
1,81,6,3,0,62.77,63.47,Not Placed
2,46,9,9,10,65.41,61.58,Not Placed
11,45,5,10,2,41.76,68.44,Not Placed
11,71,7,10,2,65.22,56.8,Not Placed
2,54,4,7,10,46.69,52.1,Not Placed
1,41,8,10,10,48.11,43.44,Not Placed
6,50,6,10,1,42.42,52.57,Not Placed
4,72,4,10,3,69.34,64.23,Not Placed
3,47,4,8,10,44.45,56.15,Not Placed
5,69,5,9,10,36.72,56.75,Not Placed
2,50,7,5,10,48.62,63.53,Not Placed
4,43,7,10,6,54.39,60.33,Not Placed
2,51,4,10,10,45.31,55.25,Not Placed
7,63,7,9,8,38.38,69.77,Not Placed
2,50,7,10,7,83.43,67.34,Not Placed
6,46,4,7,10,54.33,58.82,Not Placed
5,64,9,10,1,42.38,54.76,Not Placed
9,79,4,10,6,48.16,69.5,Not Placed
1,57,7,6,10,40.87,51.25,Not Placed
3,69,6,9,10,49.0,67.6,Not Placed
2,68,6,10,8,63.5,55.63,Not Placed
3,72,9,10,10,38.16,58.64,Not Placed
1,85,6,6,9,84.53,62.29,Not Placed
10,44,6,10,10,38.91,65.92,Not Placed
1,53,8,6,1,53.46,65.58,Not Placed
1,83,8,8,0,61.61,46.65,Not Placed
2,93,6,8,6,53.86,61.29,Not Placed
1,94,4,10,10,56.94,62.54,Not Placed
4,60,4,9,6,48.96,66.59,Not Placed
1,71,7,10,2,62.26,43.8,Not Placed
4,44,5,5,10,57.77,63.09,Not Placed
1,42,4,4,10,73.86,69.53,Not Placed
6,66,5,3,2,42.34,63.27,Not Placed
6,47,7,10,10,44.3,53.72,Not Placed
1,58,7,7,5,81.02,66.35,Not Placed
1,41,9,10,5,90.7,63.8,Not Placed
2,53,7,7,0,69.77,63.74,Not Placed
2,57,6,2,10,35.0,54.19,Not Placed
3,47,5,10,10,45.75,59.02,Not Placed
1,44,5,8,1,63.03,34.45,Not Placed
1,60,6,3,1,87.45,66.86,Not Placed
1,62,8,6,10,45.83,50.1,Not Placed
7,69,6,4,7,71.16,69.27,Not Placed
1,67,6,4,10,70.09,69.1,Not Placed
4,54,4,10,7,61.54,55.79,Not Placed
3,66,8,10,0,67.71,67.95,Not Placed
3,47,5,7,4,58.51,63.09,Not Placed
2,50,7,5,10,49.24,63.15,Not Placed
3,64,6,10,8,48.28,58.57,Not Placed
3,94,4,7,6,57.05,60.52,Not Placed
1,86,5,10,10,68.49,57.08,Not Placed
1,50,9,5,10,44.6,67.72,Not Placed
4,40,8,7,10,59.28,63.5,Not Placed
2,85,5,5,10,54.78,64.8,Not Placed
7,46,5,7,0,46.65,67.04,Not Placed
1,43,9,9,10,56.76,66.72,Not Placed
1,98,4,7,0,66.79,48.73,Not Placed
3,42,4,8,8,68.51,61.11,Not Placed
1,45,9,10,10,74.52,64.91,Not Placed
